"x1","x2"
3.81443478431,6.35301287745
5.1706319511,7.0917546505299995
3.67642123601,5.983655651059999
2.50459737647,4.74065591631
3.9248518638300003,6.81923367552
4.17731898942,8.479133419650001
3.5395868523500003,7.111149590510001
3.35521122606,4.64718848132
6.03940660811,10.0591808671
4.82657119954,6.61034286839
4.89142882866,9.22457275096
5.94575785102,9.88196753638
4.73833573934,8.86137254518
2.85712834105,5.92160792686
2.8511641436199997,5.97469467871
3.9788273571900006,6.79887574393
5.483295076159999,10.0230736781
3.3837032023900004,6.01833914909
4.71736030446,6.3123222276
4.13390126175,5.84030092395
2.0599285107,4.7492826984
3.11295717724,6.62296353152
4.227949421580001,6.84156132635
4.00549445509,6.761915566590001
4.398309619040001,8.96855718738
4.537082462130001,6.90847934763
5.762336556139999,9.27869269073
3.45564462261,4.45487905897
2.5466293162900002,4.57601062288
3.46546457738,7.8028571075199995
3.5609077147000003,5.375372299380001
5.415517696269999,9.80702236089
4.3230127933,8.05789694976
4.338400264690001,6.1235515443
5.0587401789,8.89685330042
5.324397777830001,7.628124450960001
3.88726156871,6.56231110639
4.89262734594,6.643570416719999
3.2918134237400003,7.682596611930001
3.3683115702599995,6.57338884235
3.32209549292,5.67173635844
4.707154883409999,8.560832728
4.234270819790001,7.14576170362
3.67899815311,6.07488980832
3.9383191735,6.0483437992799995
3.4540515560800005,6.93148327911
3.9580863996099995,6.84258066014
3.6999778579300004,5.856849701950001
4.05008677384,6.68490030015
4.39395942408,7.25031988625
2.60757467632,5.54259486231
2.1790978500400002,4.80868937037
4.1626258934300004,8.059844820739999
4.3447745502699995,7.661770431060001
4.80144466329,7.32479113352
4.00210634814,7.226938675739999
3.11796667097,7.36086128421
4.10080473881,7.978725031830001
1.8395525373400003,3.97395837114
3.7949929831900002,7.47391236754
2.7217805091600002,5.21247581438
4.03457798496,7.237597424189999
4.15199995254,6.92121697977
3.1402865521599996,4.38620770325
3.00379574862,4.6844839099
4.58910037554,7.6331032822100005
4.02624176375,6.60953085332
2.47868396932,4.86413921595
5.36382943393,8.1008730172
2.36019744755,3.5413603690199995
3.13666390626,5.58018970735
3.19568373801,6.24800336632
3.87684683421,6.4988514164
4.03049213241,7.00876463565
2.12292912632,5.170982126569999
5.572640710419999,8.92659108459
4.63292452157,6.7387689345
3.5712282998400005,4.9806542359099994
4.03570405694,7.7197140311600005
4.53464243874,7.97350562754
2.0267085744999997,3.7614542154300006
3.4540416094,4.93404675997
3.04972513802,4.47277098828
4.72495411797,7.308192996130001
3.81285850727,7.1467760363499995
6.08720536674,9.69138984601
2.11652969186,3.65885779059
3.27673244335,5.2258509149900005
4.1862425666,7.175845079189999
4.25812470502,7.92154442398
3.18305657723,4.531699927119999
5.391700710399999,8.0391668754
3.23401650958,6.81686138053
4.7058268994,7.553967134760001
3.52291713545,6.26269462365
2.1698792862,3.54462228455
4.29793892902,6.2070234936
3.39146976384,4.62995004267
3.8328440378400006,6.77147846567
2.5062179102599997,3.8850333243599997
3.4709701393900003,5.481431887159999
4.07772106308,7.04196203028
4.03762115096,6.6543387053
3.60031573681,6.72159891816
3.4730609007099997,6.29741318094
3.68166927834,5.6936039240600005
4.766007536519999,8.611126721729999
4.75689422356,9.40423224483
3.4538142431199996,6.73669522829
2.11266023897,4.04533391519
2.32995824478,4.91521738595
3.8278496729600002,6.695787231510001
4.00904911375,6.81822476176
